Y,X,Stop_ID,plt,weight,Order_ID
37.56406781,127.0555683,S_65,1.0,336.96,O_992
37.28405012,127.0126478,S_595,0.26,125.63,O_993
37.28405012,127.0126478,S_595,0.25,55.94,O_994
37.53243047,127.1295408,S_422,0.28,63.04,O_995
37.53243047,127.1295408,S_422,0.66,68.4,O_996
37.71355037,126.4848279,S_563,2.87,1330.2,O_997
37.8889586,127.2177707,S_1041,1.42,1130.95,O_998
37.55247345,127.0089948,S_27,0.28,271.25,O_999
37.48064257,126.9570309,S_325,1.09,585.0,O_1000
37.74644875,127.0476178,S_879,1.1,880.0,O_1001
37.10824135,127.0353324,S_858,0.72,608.06,O_1002
37.64647889,126.6236797,S_939,0.1,38.9,O_1003
37.53264597,126.644168,S_542,0.25,160.0,O_1004
37.48530456,126.9424095,S_321,0.17,112.8,O_1005
37.50626355,127.1093124,S_391,0.13,65.8,O_1006
37.50626355,127.1093124,S_391,0.12,150.0,O_1007
37.01423479,127.2577401,S_1020,1.12,732.17,O_1008
37.01423479,127.2577401,S_1020,0.19,67.2,O_1009
37.48371635,127.0119913,S_343,0.18,126.0,O_1010
37.56066762,127.0800521,S_66,5.21,3825.73,O_1011
37.31622446,126.9238208,S_985,3.88,1436.04,O_1012
37.31622446,126.9238208,S_985,0.17,99.0,O_1013
37.52469581,126.8400811,S_231,0.18,126.0,O_1014
37.52469581,126.8400811,S_231,1.07,1030.0,O_1015
37.08165063,127.0602332,S_867,0.12,69.54,O_1016
37.08165063,127.0602332,S_867,0.15,9.0,O_1017
37.30481922,127.3311703,S_964,0.5,155.82,O_1018
37.58352996,126.8936446,S_191,0.37,25.44,O_1019
37.58352996,126.8936446,S_191,0.28,198.0,O_1020
37.64909142,126.5819003,S_931,0.24,135.46,O_1021
37.64909142,126.5819003,S_931,0.13,35.04,O_1022
37.57697973,127.0043465,S_11,0.39,317.01,O_1023
37.29710511,126.851049,S_756,1.01,414.56,O_1024
37.40569003,126.7293204,S_502,0.18,112.8,O_1025
37.40569003,126.7293204,S_502,0.11,99.99,O_1026
37.31028096,126.8243856,S_770,0.29,31.27,O_1027
37.60446495,127.0111396,S_119,2.28,1560.0,O_1028
37.60586899,127.0995038,S_109,3.29,2307.77,O_1029
37.60586899,127.0995038,S_109,0.8,185.8,O_1030
37.3660034,127.1152656,S_690,0.18,120.0,O_1031
37.89851186,127.062438,S_1102,0.53,175.74,O_1032
37.89851186,127.062438,S_1102,0.24,144.0,O_1033
37.56108275,127.030513,S_50,0.29,62.96,O_1034
37.2651192,127.0487056,S_608,0.17,31.6,O_1035
37.2651192,127.0487056,S_608,0.83,366.0,O_1036
37.79689463,127.0803438,S_1027,0.21,128.19,O_1037
37.61999186,127.0628833,S_158,0.29,193.38,O_1038
37.53036563,126.8711898,S_223,0.18,36.0,O_1039
37.53036563,126.8711898,S_223,0.16,162.53,O_1040
37.52497426,126.8445695,S_229,0.71,720.0,O_1041
37.52497426,126.8445695,S_229,5.12,2903.52,O_1042
37.3576114,126.7264502,S_903,0.43,114.26,O_1043
37.59289195,127.0808518,S_102,0.42,19.44,O_1044
37.59289195,127.0808518,S_102,2.78,2103.19,O_1045
37.48470342,126.7368841,S_521,0.21,37.2,O_1046
37.49081757,126.8679025,S_949,0.12,47.88,O_1047
37.49081757,126.8679025,S_949,0.16,96.6,O_1048
37.27273093,126.9521896,S_589,0.27,71.14,O_1049
37.27273093,126.9521896,S_589,0.16,145.54,O_1050
37.54265827,126.8625035,S_243,0.17,42.4,O_1051
37.56739777,127.0612821,S_86,0.47,149.69,O_1052
37.52038937,126.9106976,S_288,0.5,54.2,O_1053
37.60895467,127.0041769,S_120,0.5,51.3,O_1054
37.60895467,127.0041769,S_120,0.31,107.83,O_1055
37.53960519,126.7213477,S_529,1.43,1204.8,O_1056
37.39146476,126.933741,S_801,0.45,95.59,O_1057
37.39146476,126.933741,S_801,0.15,82.41,O_1058
37.72632836,127.189863,S_780,0.12,22.8,O_1059
37.72632836,127.189863,S_780,0.17,70.0,O_1060
37.65876366,127.0779752,S_168,0.55,319.96,O_1061
38.08929432,127.2756337,S_1049,0.72,751.12,O_1062
37.21026367,127.1039656,S_850,0.1,71.76,O_1063
37.51769391,126.934614,S_289,0.18,65.0,O_1064
37.51769391,126.934614,S_289,0.13,68.91,O_1065
37.66408302,126.799862,S_639,0.52,298.32,O_1066
37.66408302,126.799862,S_639,10.14,6390.0,O_1067
37.58500537,126.9818567,S_3,0.37,30.0,O_1068
37.58500537,126.9818567,S_3,0.19,61.8,O_1069
37.3343098,126.8044121,S_775,0.12,151.12,O_1070
37.57809107,127.0600078,S_84,0.6,428.79,O_1071
37.57809107,127.0600078,S_84,0.2,158.4,O_1072
37.62638786,126.8385966,S_633,0.13,28.0,O_1073
37.47617498,126.9155517,S_333,0.11,52.28,O_1074
37.51074234,126.7257122,S_518,0.1,78.72,O_1075
37.51074234,126.7257122,S_518,0.27,48.04,O_1076
37.38153011,126.8034548,S_908,0.2,89.85,O_1077
37.53182784,126.8544885,S_247,0.5,500.0,O_1078
37.48114953,127.1439356,S_401,3.81,374.68,O_1079
37.66288936,126.4221118,S_567,0.56,158.79,O_1080
37.53435268,126.9515469,S_38,0.13,50.0,O_1081
37.53435268,126.9515469,S_38,0.13,52.5,O_1082
37.37170497,126.7357332,S_905,0.17,200.0,O_1083
37.37170497,126.7357332,S_905,0.2,204.0,O_1084
37.26634155,127.0805552,S_612,0.35,252.0,O_1085
37.4471328,127.1387102,S_660,0.12,43.47,O_1086
37.4471328,127.1387102,S_660,0.54,423.2,O_1087
37.49333114,126.4883441,S_436,0.4,244.8,O_1088
37.50230433,127.0641877,S_367,0.17,120.6,O_1089
37.67697357,126.770239,S_649,0.14,115.2,O_1090
37.67697357,126.770239,S_649,0.19,70.98,O_1091
37.54345134,127.1254311,S_419,0.67,180.0,O_1092
37.49273981,126.8982505,S_303,0.75,223.2,O_1093
37.49273981,126.8982505,S_303,4.91,4078.07,O_1094
37.51120727,127.0459769,S_365,0.35,255.65,O_1095
37.51120727,127.0459769,S_365,2.42,1631.44,O_1096
37.61048654,127.0194561,S_122,0.24,91.66,O_1097
37.50605015,126.7625911,S_747,0.89,614.18,O_1098
37.50605015,126.7625911,S_747,0.22,64.13,O_1099
37.38903241,127.2298175,S_973,0.15,108.88,O_1100
37.38903241,127.2298175,S_973,0.2,59.52,O_1101
37.4477013,127.1414857,S_662,0.26,292.4,O_1102
37.4477013,127.1414857,S_662,1.07,1030.0,O_1103
37.44965914,126.724082,S_488,1.42,796.6,O_1104
37.59376657,126.9496911,S_200,0.11,34.46,O_1105
37.59376657,126.9496911,S_200,0.26,240.0,O_1106
37.60577914,127.0478706,S_126,0.21,190.2,O_1107
37.60577914,127.0478706,S_126,0.4,58.16,O_1108
37.28980955,126.8518788,S_757,0.64,160.0,O_1109
37.28980955,126.8518788,S_757,0.59,90.84,O_1110
37.50024126,126.8511388,S_270,8.35,4873.14,O_1111
37.40275114,126.6693221,S_478,0.12,11.4,O_1112
37.40275114,126.6693221,S_478,11.55,6352.0,O_1113
37.58977313,127.0790295,S_96,0.11,4.77,O_1114
37.4358821,126.7473662,S_499,0.24,171.0,O_1115
37.4358821,126.7473662,S_499,0.5,112.0,O_1116
37.5094934,126.8959996,S_292,0.73,454.56,O_1117
37.27782133,127.0745334,S_719,0.6,428.79,O_1118
37.27782133,127.0745334,S_719,0.52,190.5,O_1119
37.27284624,127.7110728,S_1082,0.25,116.64,O_1120
37.2999858,127.5734637,S_1076,0.56,378.35,O_1121
37.55625458,127.7107202,S_1093,0.14,54.88,O_1122
37.55017417,126.9600328,S_207,0.55,394.13,O_1123
37.28510646,126.8642496,S_759,0.17,93.85,O_1124
37.54241324,127.0856773,S_71,0.31,90.8,O_1125
37.54241324,127.0856773,S_71,0.27,183.65,O_1126
37.5517063,127.1272709,S_416,7.21,3843.94,O_1127
37.5517063,127.1272709,S_416,0.54,151.51,O_1128
37.78613867,127.2285903,S_1042,1.0,219.9,O_1129
37.78613867,127.2285903,S_1042,1.4,402.92,O_1130
37.50509404,127.0133786,S_347,0.32,225.0,O_1131
37.37336832,126.9385758,S_976,0.17,116.0,O_1132
37.37336832,126.9385758,S_976,0.57,469.0,O_1133
37.51178851,126.7363646,S_520,0.54,426.0,O_1134
37.51178851,126.7363646,S_520,2.44,1016.4,O_1135
37.49937464,126.9414012,S_310,0.45,295.6,O_1136
37.49937464,126.9414012,S_310,0.23,175.85,O_1137
37.66452079,127.0638188,S_175,0.47,131.01,O_1138
37.66452079,127.0638188,S_175,0.12,7.64,O_1139
37.92949062,127.0572526,S_1104,0.15,56.26,O_1140
37.6387147,127.0231464,S_141,0.1,56.28,O_1141
37.60440241,126.9151009,S_187,0.1,79.0,O_1142
37.54232552,126.9428348,S_210,1.34,742.15,O_1143
37.54232552,126.9428348,S_210,0.19,122.8,O_1144
37.25644622,127.0431047,S_607,1.91,1779.54,O_1145
37.25644622,127.0431047,S_607,3.21,1214.48,O_1146
37.54252631,126.8384139,S_248,0.42,168.91,O_1147
37.77335938,127.0440705,S_1026,2.05,1185.74,O_1148
37.77335938,127.0440705,S_1026,0.71,219.57,O_1149
37.65230612,126.6716999,S_935,0.22,114.0,O_1150
37.65230612,126.6716999,S_935,0.5,304.8,O_1151
37.51677046,126.8031788,S_752,4.66,1681.96,O_1152
37.51677046,126.8031788,S_752,2.11,1731.81,O_1153
37.64988207,126.7783168,S_645,0.2,100.0,O_1154
37.64988207,126.7783168,S_645,0.1,61.72,O_1155
37.55954878,126.9435048,S_196,0.11,67.05,O_1156
37.55954878,126.9435048,S_196,5.09,2850.0,O_1157
37.48881354,126.8395133,S_274,0.14,64.0,O_1158
37.64803784,127.0260513,S_144,4.22,1466.14,O_1159
37.64803784,127.0260513,S_144,0.1,79.0,O_1160
37.38165404,126.8587492,S_898,0.56,122.33,O_1161
37.38165404,126.8587492,S_898,5.81,5518.4,O_1162
37.25775117,127.0246074,S_591,1.09,661.04,O_1163
37.25775117,127.0246074,S_591,0.5,148.48,O_1164
37.62586737,127.0465907,S_138,2.57,1254.44,O_1165
37.5143323,127.062501,S_364,0.23,153.82,O_1166
37.53269577,126.8483304,S_251,9.73,1158.8,O_1167
37.77141527,126.778354,S_927,0.13,92.47,O_1168
37.59983752,127.0871613,S_101,0.54,216.86,O_1169
37.59983752,127.0871613,S_101,0.92,703.2,O_1170
37.56441807,126.6736016,S_539,0.14,44.0,O_1171
37.56441807,126.6736016,S_539,0.17,164.88,O_1172
37.61612179,127.0337803,S_133,0.76,760.0,O_1173
37.61612179,127.0337803,S_133,1.34,220.67,O_1174
37.34181687,127.0992209,S_739,0.13,28.36,O_1175
37.34181687,127.0992209,S_739,0.16,105.25,O_1176
37.53246206,126.7121341,S_527,0.5,432.0,O_1177
37.45221307,127.1500716,S_666,2.67,1004.45,O_1178
37.39873555,126.9594648,S_816,0.14,108.24,O_1179
37.23152688,127.1155323,S_724,0.93,153.03,O_1180
37.30623232,127.4042463,S_994,0.14,92.4,O_1181
37.48372308,127.046407,S_372,1.0,1000.0,O_1182
38.15773197,127.2507111,S_1050,0.62,442.26,O_1183
38.15773197,127.2507111,S_1050,1.13,32.58,O_1184
37.39367164,126.9471701,S_812,0.22,58.42,O_1185
37.35843909,126.9390402,S_979,0.1,60.0,O_1186
37.35843909,126.9390402,S_979,0.88,215.41,O_1187
37.27823858,127.4410727,S_1004,3.51,2982.6,O_1188
37.33836025,126.8029217,S_776,0.32,176.4,O_1189
37.33836025,126.8029217,S_776,0.31,82.5,O_1190
37.56149957,127.045326,S_52,0.11,74.72,O_1191
37.56149957,127.045326,S_52,0.12,18.79,O_1192
37.71934284,126.3898168,S_568,0.6,600.0,O_1193
37.71934284,126.3898168,S_568,0.1,9.17,O_1194
37.37148829,126.6601662,S_482,3.16,2570.93,O_1195
37.23884803,127.051616,S_616,0.28,154.84,O_1196
37.79929135,126.7891973,S_918,0.53,117.6,O_1197
37.51705671,126.8643886,S_239,0.33,146.52,O_1198
37.4354743,126.7817918,S_894,5.01,4297.33,O_1199
37.35093259,127.3523771,S_963,0.11,22.08,O_1200
37.35093259,127.3523771,S_963,2.0,1080.0,O_1201
37.49250983,126.6800417,S_553,0.24,186.96,O_1202
37.5016416,126.905219,S_299,0.5,329.8,O_1203
37.5016416,126.905219,S_299,0.32,152.5,O_1204
37.59084573,127.0146418,S_112,0.18,60.42,O_1205
38.10392513,127.0758173,S_1118,0.1,16.82,O_1206
38.10392513,127.0758173,S_1118,0.56,480.0,O_1207
37.4040587,126.9455656,S_811,0.25,48.0,O_1208
37.61514822,127.0207421,S_135,0.1,49.08,O_1209
37.61514822,127.0207421,S_135,0.21,202.0,O_1210
37.39910194,126.9258995,S_795,7.0,7003.76,O_1211
37.39910194,126.9258995,S_795,0.92,266.2,O_1212
37.44417922,126.6968093,S_468,2.71,592.45,O_1213
37.44417922,126.6968093,S_468,0.29,140.0,O_1214
37.63169982,126.4198415,S_566,0.13,12.0,O_1215
37.20645935,127.071923,S_846,1.18,275.59,O_1216
37.48337906,127.0864829,S_376,0.21,11.25,O_1217
37.48337906,127.0864829,S_376,1.63,1355.44,O_1218
37.57600022,126.9581596,S_6,0.13,48.0,O_1219
37.57600022,126.9581596,S_6,0.76,268.62,O_1220
37.90537313,127.0442787,S_1105,0.33,120.78,O_1221
37.52512811,126.8974049,S_290,0.99,489.37,O_1222
37.49684218,127.1485343,S_386,0.11,74.72,O_1223
37.28288736,127.4411466,S_1002,0.5,255.54,O_1224
37.28288736,127.4411466,S_1002,1.07,332.0,O_1225
37.61709059,126.6889495,S_556,2.03,1576.78,O_1226
37.61709059,126.6889495,S_556,0.2,88.41,O_1227
37.21147771,127.0430227,S_842,0.65,298.23,O_1228
37.21147771,127.0430227,S_842,0.18,64.0,O_1229
37.26622817,126.9570475,S_590,1.03,396.66,O_1230
37.26622817,126.9570475,S_590,0.11,117.92,O_1231
37.55888771,126.8479185,S_244,0.1,70.0,O_1232
37.65633441,127.0435868,S_155,0.26,113.4,O_1233
37.65633441,127.0435868,S_155,0.19,76.32,O_1234
37.36078761,127.1195519,S_691,0.14,92.06,O_1235
37.36078761,127.1195519,S_691,9.92,2369.36,O_1236
37.27349637,127.0532671,S_609,0.67,480.0,O_1237
37.27349637,127.0532671,S_609,0.13,47.04,O_1238
37.38180475,126.9563165,S_824,0.68,480.0,O_1239
37.38180475,126.9563165,S_824,0.65,393.03,O_1240
37.6917908,126.5972956,S_928,1.03,396.66,O_1241
37.6917908,126.5972956,S_928,0.14,70.0,O_1242
37.45947517,126.7356207,S_496,0.28,63.04,O_1243
37.58770606,126.9448892,S_198,0.23,65.4,O_1244
37.60681328,127.0272803,S_123,0.22,120.02,O_1245
37.60681328,127.0272803,S_123,12.21,2965.16,O_1246
37.49748589,127.0003286,S_350,0.38,316.22,O_1247
37.49748589,127.0003286,S_350,1.1,1104.72,O_1248
37.44376732,126.7376512,S_498,0.96,337.68,O_1249
37.4507346,126.9083415,S_286,0.66,327.34,O_1250
37.4507346,126.9083415,S_286,2.0,2000.0,O_1251
37.47581426,126.6426792,S_444,0.11,115.11,O_1252
37.71513768,126.5528425,S_932,0.7,119.79,O_1253
37.71513768,126.5528425,S_932,0.2,119.96,O_1254
37.63789129,127.0288472,S_136,1.0,912.96,O_1255
37.63789129,127.0288472,S_136,0.17,77.76,O_1256
37.54227921,127.1981187,S_1064,0.57,469.0,O_1257
37.58149091,126.9111755,S_206,4.17,830.8,O_1258
37.45314708,126.6045123,S_428,0.21,144.0,O_1259
37.5281408,126.9692276,S_41,0.41,330.0,O_1260
37.5281408,126.9692276,S_41,7.0,7003.76,O_1261
37.47021905,126.8970437,S_278,3.0,1751.36,O_1262
37.47021905,126.8970437,S_278,0.2,33.05,O_1263
37.54364027,127.0134149,S_59,0.41,315.0,O_1264
37.54364027,127.0134149,S_59,0.34,214.4,O_1265
37.59189966,127.0949182,S_108,0.1,65.25,O_1266
37.59189966,127.0949182,S_108,0.75,651.6,O_1267
37.50231833,127.1167367,S_392,0.14,20.72,O_1268
37.44025903,126.9058017,S_284,0.21,151.04,O_1269
37.48014529,126.8233947,S_276,0.46,376.0,O_1270
37.48014529,126.8233947,S_276,0.32,206.7,O_1271
37.58575279,127.0794745,S_99,0.29,149.18,O_1272
37.39147219,126.908423,S_803,0.42,100.28,O_1273
37.26793766,127.0306632,S_604,1.76,1290.06,O_1274
37.26793766,127.0306632,S_604,0.89,217.51,O_1275
37.51329966,127.0943752,S_404,3.67,1318.17,O_1276
37.29056091,127.0215333,S_582,0.45,266.4,O_1277
37.67411499,126.7604795,S_652,5.12,2903.52,O_1278
37.50820245,126.6782989,S_550,0.17,37.2,O_1279
37.50820245,126.6782989,S_550,0.12,86.0,O_1280
37.03957521,127.1294469,S_1013,0.32,237.2,O_1281
37.41800923,126.8153434,S_897,0.25,33.7,O_1282
37.41800923,126.8153434,S_897,0.26,302.2,O_1283
37.47720644,127.1524259,S_1071,0.15,19.96,O_1284
37.47731386,126.6477986,S_447,0.35,26.3,O_1285
37.47731386,126.6477986,S_447,1.79,1730.47,O_1286
37.55433289,127.0082945,S_26,0.75,344.96,O_1287
37.55433289,127.0082945,S_26,0.27,70.4,O_1288
37.53047772,127.122458,S_421,0.1,72.0,O_1289
37.39776864,126.7263887,S_504,12.23,4756.07,O_1290
37.39776864,126.7263887,S_504,0.56,492.8,O_1291
37.57182309,127.0512749,S_85,1.42,1053.38,O_1292
37.47849492,126.6333817,S_441,4.31,2479.59,O_1293
37.47499588,126.9349996,S_338,0.11,86.4,O_1294
37.47499588,126.9349996,S_338,4.27,2261.2,O_1295
37.46592091,126.6870501,S_464,1.19,185.58,O_1296
37.46592091,126.6870501,S_464,0.5,344.4,O_1297
37.49841253,126.924544,S_319,0.84,71.78,O_1298
37.59013384,127.0685918,S_92,0.35,214.2,O_1299
37.42640288,127.0018992,S_1111,0.13,8.4,O_1300
37.42512212,127.7511876,S_1094,0.11,22.08,O_1301
37.42512212,127.7511876,S_1094,0.79,672.0,O_1302
37.64148693,127.0105968,S_143,0.62,436.0,O_1303
37.27051314,127.1383972,S_731,1.47,1100.0,O_1304
37.27051314,127.1383972,S_731,3.0,1512.0,O_1305
37.46090745,126.673829,S_458,0.48,47.88,O_1306
37.44353181,127.1488541,S_658,0.81,468.54,O_1307
37.53061724,127.0306522,S_362,0.12,48.88,O_1308
37.53061724,127.0306522,S_362,0.28,136.33,O_1309
37.54153106,126.9498753,S_209,0.6,416.0,O_1310
37.49558031,127.1217613,S_395,0.16,66.5,O_1311
37.49558031,127.1217613,S_395,0.29,127.6,O_1312
37.37153366,127.1221424,S_686,0.21,150.0,O_1313
37.37153366,127.1221424,S_686,0.11,72.0,O_1314
37.39978615,126.9337385,S_809,0.2,208.2,O_1315
37.39978615,126.9337385,S_809,0.78,570.2,O_1316
37.57470151,127.0856085,S_98,0.14,62.0,O_1317
37.8541363,127.1592045,S_1053,3.44,2571.64,O_1318
37.8541363,127.1592045,S_1053,0.16,59.37,O_1319
37.66128526,127.0602597,S_176,0.4,400.0,O_1320
37.66128526,127.0602597,S_176,2.52,1204.75,O_1321
37.40615135,126.9614643,S_814,0.15,72.0,O_1322
37.57901366,127.0869674,S_100,1.49,487.79,O_1323
37.08982591,126.8153621,S_827,1.46,767.36,O_1324
37.48310498,126.9787779,S_312,0.39,234.92,O_1325
37.48310498,126.9787779,S_312,0.11,72.0,O_1326
37.74044295,127.4241532,S_1114,2.87,1330.2,O_1327
37.74044295,127.4241532,S_1114,0.1,19.75,O_1328
37.69857479,127.2048424,S_783,1.13,902.14,O_1329
37.57071161,126.9889709,S_9,0.42,100.8,O_1330
37.57071161,126.9889709,S_9,0.4,180.0,O_1331
37.39628324,126.914745,S_797,0.1,109.5,O_1332
37.39628324,126.914745,S_797,0.1,74.0,O_1333
37.48156192,126.6299071,S_439,0.45,88.13,O_1334
37.66673618,127.0515533,S_174,0.44,58.35,O_1335
37.4373159,127.1287464,S_664,1.25,588.36,O_1336
37.4373159,127.1287464,S_664,1.17,840.0,O_1337
37.55582869,126.8589098,S_242,0.15,160.34,O_1338
37.55582869,126.8589098,S_242,0.46,142.8,O_1339
37.34022733,127.1226114,S_700,0.11,70.56,O_1340
37.34022733,127.1226114,S_700,0.17,54.06,O_1341
37.34022733,127.1226114,S_700,0.1,72.0,O_1342
37.75060027,127.0386437,S_890,0.2,136.4,O_1343
37.75060027,127.0386437,S_890,0.21,45.0,O_1344
37.58735561,127.0875552,S_95,0.26,240.0,O_1345
37.58735561,127.0875552,S_95,0.15,41.27,O_1346
37.50174172,126.7114695,S_514,4.65,1700.03,O_1347
37.50174172,126.7114695,S_514,0.21,106.3,O_1348
37.50174172,126.7114695,S_514,0.13,20.88,O_1349
37.11568157,127.1505036,S_709,0.57,176.34,O_1350
37.11568157,127.1505036,S_709,0.1,44.15,O_1351
38.13582461,127.0191015,S_1126,3.87,445.44,O_1352
37.48891301,127.1049908,S_379,0.18,78.4,O_1353
37.48891301,127.1049908,S_379,0.4,201.62,O_1354
37.48891301,127.1049908,S_379,1.63,1355.44,O_1355
37.48891301,127.1049908,S_379,0.23,134.4,O_1356
37.40942441,127.1273763,S_697,0.16,24.54,O_1357
37.45617741,126.6442199,S_453,0.22,22.23,O_1358
37.79823229,126.408698,S_570,0.26,189.0,O_1359
37.41546028,126.8513462,S_960,0.24,180.0,O_1360
37.41546028,126.8513462,S_960,1.1,7.92,O_1361
37.41546028,126.8513462,S_960,0.71,600.0,O_1362
37.55947096,126.9570364,S_195,1.0,252.0,O_1363
37.55499636,127.1407841,S_417,0.3,85.86,O_1364
37.55499636,127.1407841,S_417,0.31,107.83,O_1365
37.55499636,127.1407841,S_417,0.3,102.57,O_1366
37.63250969,127.0507799,S_159,0.51,252.5,O_1367
37.63250969,127.0507799,S_159,0.16,109.27,O_1368
37.63250969,127.0507799,S_159,0.11,156.0,O_1369
37.00079812,127.0872779,S_872,0.86,284.44,O_1370
37.00079812,127.0872779,S_872,0.47,126.34,O_1371
37.00079812,127.0872779,S_872,0.4,176.57,O_1372
37.00079812,127.0872779,S_872,0.14,64.8,O_1373
37.89761341,126.9768945,S_1023,0.19,46.0,O_1374
37.89761341,126.9768945,S_1023,1.01,630.95,O_1375
37.89761341,126.9768945,S_1023,0.76,576.0,O_1376
37.64141508,127.035653,S_152,2.72,2238.76,O_1377
37.64141508,127.035653,S_152,0.41,315.09,O_1378
37.57071856,127.0163431,S_13,0.42,277.5,O_1379
37.57071856,127.0163431,S_13,0.19,39.93,O_1380
37.57071856,127.0163431,S_13,0.1,87.0,O_1381
37.57071856,127.0163431,S_13,0.21,106.3,O_1382
37.5831288,127.0378228,S_82,1.0,540.0,O_1383
37.5831288,127.0378228,S_82,0.18,40.0,O_1384
37.5831288,127.0378228,S_82,0.1,74.4,O_1385
37.5831288,127.0378228,S_82,2.14,430.37,O_1386
37.47446265,127.6393253,S_1095,0.7,241.55,O_1387
37.47446265,127.6393253,S_1095,0.1,99.04,O_1388
37.47446265,127.6393253,S_1095,0.64,384.0,O_1389
37.47446265,127.6393253,S_1095,0.64,191.58,O_1390
37.47105755,126.848664,S_947,0.13,10.5,O_1391
37.34177726,126.8255506,S_767,1.22,566.0,O_1392
37.34177726,126.8255506,S_767,0.41,121.05,O_1393
37.34177726,126.8255506,S_767,1.44,217.66,O_1394
37.34177726,126.8255506,S_767,0.85,261.2,O_1395
37.49810133,126.9530811,S_307,2.09,763.4,O_1396
37.49810133,126.9530811,S_307,1.86,1332.67,O_1397
37.49810133,126.9530811,S_307,2.46,765.67,O_1398
37.49810133,126.9530811,S_307,0.34,83.52,O_1399
37.04007247,126.9345821,S_861,0.92,568.8,O_1400
37.04007247,126.9345821,S_861,1.05,825.05,O_1401
37.55728071,127.1515076,S_413,1.17,895.52,O_1402
37.2354869,127.2798389,S_712,0.63,209.28,O_1403
37.21333345,127.0350032,S_840,2.0,230.4,O_1404
37.52628266,126.9546591,S_43,0.31,60.72,O_1405
37.52628266,126.9546591,S_43,0.8,540.0,O_1406
37.65254803,127.0774758,S_166,0.59,166.72,O_1407
37.732282,127.0491381,S_881,0.1,125.0,O_1408
37.44390218,126.4024337,S_437,0.2,120.0,O_1409
37.44390218,126.4024337,S_437,0.14,32.0,O_1410
37.44390218,126.4024337,S_437,0.14,70.0,O_1411
37.44390218,126.4024337,S_437,0.35,374.8,O_1412
37.46806974,126.6379078,S_430,0.29,161.15,O_1413
37.46806974,126.6379078,S_430,0.28,185.18,O_1414
37.37828396,126.9755967,S_1057,0.15,60.0,O_1415
37.37828396,126.9755967,S_1057,1.3,710.66,O_1416
37.33328929,126.79087,S_771,0.54,360.0,O_1417
37.33328929,126.79087,S_771,0.26,121.97,O_1418
37.60214912,126.7220352,S_937,0.13,69.0,O_1419
37.60214912,126.7220352,S_937,0.19,100.74,O_1420
37.65488369,127.0669501,S_173,0.24,171.0,O_1421
37.65488369,127.0669501,S_173,0.11,60.0,O_1422
37.59319176,127.1400938,S_1038,1.0,800.0,O_1423
37.59319176,127.1400938,S_1038,0.25,149.95,O_1424
37.67734126,126.8137087,S_636,2.88,629.94,O_1425
37.67739647,126.8758551,S_618,0.27,192.0,O_1426
37.67739647,126.8758551,S_618,0.28,179.9,O_1427
37.67739647,126.8758551,S_618,0.15,15.48,O_1428
37.46398154,126.7109443,S_490,0.18,96.03,O_1429
37.46398154,126.7109443,S_490,0.14,105.8,O_1430
37.46398154,126.7109443,S_490,0.4,125.0,O_1431
37.51555725,127.134274,S_389,0.13,8.4,O_1432
37.51555725,127.134274,S_389,0.23,66.5,O_1433
37.38643152,126.9452976,S_821,0.21,90.4,O_1434
37.38643152,126.9452976,S_821,0.38,220.9,O_1435
37.40206306,127.442956,S_1079,3.13,636.1,O_1436
37.40206306,127.442956,S_1079,0.14,81.26,O_1437
37.40206306,127.442956,S_1079,0.18,4.96,O_1438
37.65359099,126.7844565,S_643,0.38,48.0,O_1439
37.65359099,126.7844565,S_643,0.15,82.41,O_1440
37.25256289,127.0769161,S_614,0.18,93.38,O_1441
37.49250746,126.8620329,S_271,2.95,2438.0,O_1442
37.31032626,126.8661995,S_754,0.12,120.0,O_1443
37.3655036,126.7322533,S_904,0.25,72.6,O_1444
37.3655036,126.7322533,S_904,0.96,615.18,O_1445
37.3655036,126.7322533,S_904,0.2,200.0,O_1446
37.37748184,126.7880785,S_911,1.87,989.96,O_1447
37.37748184,126.7880785,S_911,3.87,2320.0,O_1448
37.37748184,126.7880785,S_911,10.34,4954.4,O_1449
37.0677688,127.0546908,S_864,4.43,2359.15,O_1450
37.0677688,127.0546908,S_864,1.0,778.72,O_1451
37.0677688,127.0546908,S_864,0.26,189.0,O_1452
37.0677688,127.0546908,S_864,0.16,180.0,O_1453
38.0581977,127.0128518,S_1124,0.25,87.42,O_1454
38.0581977,127.0128518,S_1124,0.1,68.7,O_1455
36.98927797,127.0804967,S_871,0.31,36.13,O_1456
36.98927797,127.0804967,S_871,0.12,73.93,O_1457
36.98927797,127.0804967,S_871,0.39,157.16,O_1458
36.98927797,127.0804967,S_871,0.5,344.4,O_1459
37.36686405,127.1261376,S_687,3.0,2374.26,O_1460
37.36686405,127.1261376,S_687,0.14,56.45,O_1461
37.36686405,127.1261376,S_687,1.23,635.15,O_1462
37.36686405,127.1261376,S_687,0.14,94.0,O_1463
37.48900761,126.9922424,S_355,0.34,96.0,O_1464
37.48900761,126.9922424,S_355,0.12,48.0,O_1465
37.73974459,127.0900012,S_888,0.21,105.94,O_1466
37.73974459,127.0900012,S_888,0.21,50.0,O_1467
37.73974459,127.0900012,S_888,0.26,130.0,O_1468
37.6006967,126.9267462,S_184,0.5,57.6,O_1469
37.6006967,126.9267462,S_184,0.12,81.0,O_1470
